accident_index,vehicle_reference,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_location-restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,1st_point_of_impact,was_vehicle_left_hand_drive?,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_(cc),propulsion_code,age_of_vehicle,driver_imd_decile,driver_home_area_type,vehicle_imd_decile,NUmber_of_Casualities_unique_to_accident_index,No_of_Vehicles_involved_unique_to_accident_index,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_(district),local_authority_(highway),1st_road_class,1st_road_number,road_type,speed_limit,junction_detail,junction_control,2nd_road_class,2nd_road_number,pedestrian_crossing-human_control,pedestrian_crossing-physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,lsoa_of_accident_location,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
201501BS70603,1,19,0,2,0,8,0,0,0,0,3,1,6,1,55,8,1560,2,6,-1,1,-1,1,3,524970,180370,-0.200656,51.50845,1,2,3,1,14/10/2015,4,1899-12-30 15:23:00,12,E09000020,3,402,6,30,3,4,6,0,0,1,1,2,2,0,0,1,1,E01002828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70603,2,19,0,16,0,8,0,0,0,0,1,1,6,1,49,8,2198,2,-1,-1,1,-1,1,3,524970,180370,-0.200656,51.50845,1,2,3,1,14/10/2015,4,1899-12-30 15:23:00,12,E09000020,3,402,6,30,3,4,6,0,0,1,1,2,2,0,0,1,1,E01002828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70603,3,1,0,16,0,8,0,0,0,0,1,1,6,1,60,9,-1,-1,-1,-1,1,-1,1,3,524970,180370,-0.200656,51.50845,1,2,3,1,14/10/2015,4,1899-12-30 15:23:00,12,E09000020,3,402,6,30,3,4,6,0,0,1,1,2,2,0,0,1,1,E01002828,1,1,1,60,9,2,0,0,0,0,0,1,1,7
201501BS70605,1,5,0,18,0,0,0,0,0,0,4,1,6,1,37,7,-1,-1,-1,-1,1,-1,1,2,524870,178820,-0.202644,51.494542,1,3,2,1,14/10/2015,4,1899-12-30 12:30:00,12,E09000020,3,3220,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002814,1,1,1,37,7,3,0,0,0,0,0,5,1,4
201501BS70605,2,1,0,12,0,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,524870,178820,-0.202644,51.494542,1,3,2,1,14/10/2015,4,1899-12-30 12:30:00,12,E09000020,3,3220,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70606,1,1,0,16,0,0,0,8,0,0,1,1,6,1,53,8,-1,-1,-1,-1,1,-1,1,2,525900,178760,-0.187836,51.493774,1,3,2,1,42192,3,1899-12-30 17:30:00,12,E09000020,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01002834,1,1,1,53,8,3,0,0,0,0,0,1,1,6
201501BS70606,2,9,0,2,0,0,0,0,0,0,3,1,6,2,-1,-1,2191,2,-1,-1,1,-1,1,2,525900,178760,-0.187836,51.493774,1,3,2,1,42192,3,1899-12-30 17:30:00,12,E09000020,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01002834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70607,1,5,0,18,0,8,0,0,0,0,1,1,6,1,38,7,999,1,7,-1,1,-1,1,2,525860,178080,-0.188655,51.487672,1,3,2,1,18/10/2015,1,1899-12-30 03:56:00,12,E09000020,3,3220,6,30,6,4,6,0,0,1,4,1,1,0,0,1,1,E01002893,1,1,1,38,7,3,0,0,0,0,0,5,1,8
201501BS70607,2,8,0,18,0,8,0,0,0,0,1,1,1,1,42,7,1968,2,-1,-1,-1,-1,1,2,525860,178080,-0.188655,51.487672,1,3,2,1,18/10/2015,1,1899-12-30 03:56:00,12,E09000020,3,3220,6,30,6,4,6,0,0,1,4,1,1,0,0,1,1,E01002893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70608,1,8,0,6,0,8,0,0,0,0,3,1,6,1,60,9,2499,2,-1,-1,1,-1,1,2,525990,179690,-0.186209,51.502112,1,3,2,1,18/10/2015,1,1899-12-30 10:40:00,12,E09000020,3,315,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01002889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70608,2,3,0,18,0,8,0,0,0,0,1,1,6,1,43,7,125,1,1,-1,-1,-1,1,2,525990,179690,-0.186209,51.502112,1,3,2,1,18/10/2015,1,1899-12-30 10:40:00,12,E09000020,3,315,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01002889,1,1,1,43,7,3,0,0,0,0,0,3,-1,-1
201501BS70609,1,8,0,6,0,8,0,0,0,0,4,1,6,1,42,7,2143,2,-1,-1,1,-1,1,2,524320,181290,-0.209693,51.516861,1,3,2,1,15/10/2015,5,1899-12-30 18:41:00,12,E09000020,4,450,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,E01002831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70609,2,3,0,18,0,8,0,0,0,0,1,1,6,1,23,5,125,1,1,-1,1,-1,1,2,524320,181290,-0.209693,51.516861,1,3,2,1,15/10/2015,5,1899-12-30 18:41:00,12,E09000020,4,450,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,E01002831,1,1,1,23,5,3,0,0,0,0,0,3,1,5
201501BS70610,1,8,0,18,0,0,0,0,0,0,1,1,6,1,29,6,1968,2,2,-1,1,-1,1,1,525900,177830,-0.188168,51.485416,1,3,1,1,15/10/2015,5,1899-12-30 22:10:00,12,E09000020,3,3220,6,30,0,-1,-1,0,0,1,4,1,1,0,0,1,1,E01002893,1,3,1,51,8,3,1,1,0,0,2,0,1,4
201501BS70611,1,9,0,7,0,8,0,0,0,0,4,1,6,2,36,7,1248,2,8,-1,1,-1,1,2,528540,177940,-0.150127,51.485812,1,3,2,1,19/10/2015,2,1899-12-30 20:41:00,12,E09000020,3,3212,6,30,6,2,3,3216,0,5,4,1,1,0,0,2,1,E01002901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70611,2,3,0,18,0,8,0,0,0,0,1,1,6,1,28,6,125,1,1,-1,1,-1,1,2,528540,177940,-0.150127,51.485812,1,3,2,1,19/10/2015,2,1899-12-30 20:41:00,12,E09000020,3,3212,6,30,6,2,3,3216,0,5,4,1,1,0,0,2,1,E01002901,1,1,1,28,6,3,0,0,0,0,0,3,1,3
201501BS70613,1,8,0,4,0,0,0,0,0,0,0,1,1,1,55,8,2664,2,14,-1,1,-1,1,1,527470,178250,-0.165417,51.48884,1,2,1,1,16/10/2015,6,1899-12-30 00:15:00,12,E09000020,3,3217,6,30,0,-1,-1,0,0,1,4,2,2,0,0,1,1,E01002903,1,2,2,25,5,2,0,0,2,0,0,8,1,3
201501BS70614,1,8,0,9,0,8,0,0,0,0,1,1,1,1,52,8,1388,1,4,-1,1,-1,1,1,525650,179670,-0.191112,51.502008,1,2,1,1,17/10/2015,7,1899-12-30 02:15:00,12,E09000020,3,4204,6,30,3,2,3,315,0,5,4,1,1,0,0,1,1,E01002826,1,3,2,27,6,2,4,1,0,0,2,0,1,4
201501BS70615,1,8,0,7,0,8,0,0,0,0,4,1,6,1,63,9,2143,2,2,-1,1,-1,1,2,525590,178180,-0.192506,51.488631,1,3,2,1,17/10/2015,7,1899-12-30 14:40:00,12,E09000020,3,3220,6,30,6,2,3,3218,0,5,1,1,1,0,0,1,1,E01002894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70615,2,1,0,18,0,8,0,0,0,0,1,1,6,1,44,7,-1,-1,-1,-1,1,-1,1,2,525590,178180,-0.192506,51.488631,1,3,2,1,17/10/2015,7,1899-12-30 14:40:00,12,E09000020,3,3220,6,30,6,2,3,3218,0,5,1,1,1,0,0,1,1,E01002894,1,1,1,44,7,3,0,0,0,0,0,1,1,4
201501BS70616,1,8,0,16,0,8,0,0,0,0,1,1,6,1,32,6,2143,2,-1,-1,1,-1,1,3,523520,181060,-0.221297,51.514969,1,3,3,1,19/10/2015,2,1899-12-30 15:20:00,11,E09000013,3,3220,3,30,1,2,3,3220,0,5,1,1,1,0,0,1,1,E01002877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70616,2,5,0,16,0,8,0,0,0,0,1,1,6,1,25,5,124,1,11,-1,1,-1,1,3,523520,181060,-0.221297,51.514969,1,3,3,1,19/10/2015,2,1899-12-30 15:20:00,11,E09000013,3,3220,3,30,1,2,3,3220,0,5,1,1,1,0,0,1,1,E01002877,1,1,1,25,5,3,0,0,0,0,0,5,1,9
201501BS70616,3,9,0,16,0,8,0,0,0,0,2,1,6,2,76,11,3980,1,19,-1,-1,-1,1,3,523520,181060,-0.221297,51.514969,1,3,3,1,19/10/2015,2,1899-12-30 15:20:00,11,E09000013,3,3220,3,30,1,2,3,3220,0,5,1,1,1,0,0,1,1,E01002877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70619,1,9,0,4,0,8,0,0,0,0,0,1,6,2,24,5,1399,1,6,-1,3,-1,1,2,525740,178270,-0.190314,51.489406,1,3,2,1,17/10/2015,7,1899-12-30 19:25:00,12,E09000020,3,3220,6,30,6,2,3,3218,0,5,4,1,1,0,0,1,1,E01002894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70619,2,5,0,18,0,8,0,0,0,0,3,1,6,1,32,6,600,1,9,-1,1,-1,1,2,525740,178270,-0.190314,51.489406,1,3,2,1,17/10/2015,7,1899-12-30 19:25:00,12,E09000020,3,3220,6,30,6,2,3,3218,0,5,4,1,1,0,0,1,1,E01002894,1,1,1,32,6,3,0,0,0,0,0,5,1,2
201501BS70620,1,4,0,18,0,8,0,0,0,0,1,1,6,1,30,6,249,1,1,-1,1,-1,1,2,527790,177990,-0.160905,51.486431,1,3,2,1,42045,6,1899-12-30 07:00:00,12,E09000020,4,302,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01002901,1,1,1,30,6,3,0,0,0,0,0,4,1,5
201501BS70620,2,9,0,9,0,8,0,0,0,0,1,1,6,2,-1,-1,1275,1,15,-1,1,-1,1,2,527790,177990,-0.160905,51.486431,1,3,2,1,42045,6,1899-12-30 07:00:00,12,E09000020,4,302,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01002901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70621,1,11,0,4,0,8,0,0,0,0,0,1,1,2,-1,-1,4461,2,1,-1,-1,-1,1,1,524360,180090,-0.20954,51.506068,1,3,1,1,20/10/2015,3,1899-12-30 11:40:00,12,E09000020,3,402,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002868,1,2,2,50,8,3,0,0,0,3,0,11,1,2
201501BS70622,1,9,0,18,0,8,0,10,3,2,1,1,6,2,66,10,1560,2,3,-1,-1,-1,1,1,523770,181020,-0.21771,51.514555,1,3,1,1,21/10/2015,4,1899-12-30 22:39:00,12,E09000020,6,0,6,30,3,4,6,0,0,8,4,1,1,0,0,1,1,E01002880,1,1,2,66,10,3,0,0,0,0,0,9,-1,-1
201501BS70623,1,1,0,18,0,8,0,0,0,0,1,1,6,1,24,5,-1,-1,-1,-1,1,-1,1,2,526030,177530,-0.186404,51.482691,1,3,2,1,20/10/2015,3,1899-12-30 19:30:00,12,E09000020,3,304,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01002913,1,1,1,24,5,3,0,0,0,0,0,1,1,5
201501BS70623,2,9,0,7,0,8,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,1,2,526030,177530,-0.186404,51.482691,1,3,2,1,20/10/2015,3,1899-12-30 19:30:00,12,E09000020,3,304,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01002913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70624,1,3,0,3,0,0,0,0,0,0,1,1,6,1,38,7,124,1,6,-1,1,-1,1,2,523400,181590,-0.22284,51.519759,1,3,2,1,20/10/2015,3,1899-12-30 12:07:00,12,E09000020,4,412,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002876,1,1,1,38,7,3,0,0,0,0,0,3,1,7
201501BS70624,2,19,0,1,0,0,0,0,0,0,2,1,1,1,44,7,-1,-1,-1,-1,1,-1,1,2,523400,181590,-0.22284,51.519759,1,3,2,1,20/10/2015,3,1899-12-30 12:07:00,12,E09000020,4,412,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70625,1,3,0,18,0,8,0,0,0,0,1,1,6,1,31,6,124,1,8,-1,1,-1,1,2,526400,179620,-0.18033,51.501392,1,3,2,1,23/10/2015,6,1899-12-30 22:40:00,1,E09000033,3,315,6,30,3,2,5,0,0,5,4,1,1,0,0,1,1,E01002891,1,1,1,31,6,3,0,0,0,0,0,3,1,7
201501BS70625,2,3,0,9,0,8,0,0,0,0,4,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,526400,179620,-0.18033,51.501392,1,3,2,1,23/10/2015,6,1899-12-30 22:40:00,1,E09000033,3,315,6,30,3,2,5,0,0,5,4,1,1,0,0,1,1,E01002891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70627,1,3,0,18,0,8,0,0,0,0,1,1,6,1,21,5,125,1,-1,-1,1,-1,1,3,523930,180360,-0.215637,51.508589,1,3,3,1,25/10/2015,1,1899-12-30 16:00:00,12,E09000020,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01001944,1,1,1,21,5,3,0,0,0,0,0,3,1,6
201501BS70627,2,9,0,9,0,8,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,523930,180360,-0.215637,51.508589,1,3,3,1,25/10/2015,1,1899-12-30 16:00:00,12,E09000020,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01001944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70627,3,9,0,2,0,8,0,0,0,0,1,1,6,3,-1,-1,1895,1,13,-1,-1,-1,1,3,523930,180360,-0.215637,51.508589,1,3,3,1,25/10/2015,1,1899-12-30 16:00:00,12,E09000020,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01001944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70628,1,8,0,9,0,8,0,0,0,0,1,1,1,1,36,7,2499,2,8,-1,1,-1,1,1,525770,178370,-0.189847,51.490298,1,2,1,1,25/10/2015,1,1899-12-30 20:55:00,12,E09000020,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002898,1,3,1,85,11,2,5,3,0,0,2,0,-1,-1
201501BS70629,1,9,0,9,0,8,0,0,0,0,0,1,2,1,57,9,-1,-1,-1,-1,1,-1,1,2,524370,181190,-0.209008,51.515951,1,3,2,1,25/10/2015,1,1899-12-30 08:50:00,12,E09000020,4,450,6,30,6,2,4,412,0,5,1,1,1,0,0,1,1,E01002874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70629,2,3,0,4,0,8,1,0,0,0,0,1,2,1,33,6,108,1,-1,-1,1,-1,1,2,524370,181190,-0.209008,51.515951,1,3,2,1,25/10/2015,1,1899-12-30 08:50:00,12,E09000020,4,450,6,30,6,2,4,412,0,5,1,1,1,0,0,1,1,E01002874,1,1,1,33,6,3,0,0,0,0,0,3,1,2
201501BS70630,1,9,0,4,0,8,0,0,0,0,2,1,6,1,32,6,1397,1,8,-1,1,-1,2,2,525210,179360,-0.197558,51.49932,1,3,2,2,23/10/2015,6,1899-12-30 21:41:00,12,E09000020,3,315,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01002817,1,1,1,32,6,3,0,0,0,0,0,9,1,6
201501BS70630,1,9,0,4,0,8,0,0,0,0,2,1,6,1,32,6,1397,1,8,-1,1,-1,2,2,525210,179360,-0.197558,51.49932,1,3,2,2,23/10/2015,6,1899-12-30 21:41:00,12,E09000020,3,315,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01002817,2,2,1,34,6,3,0,0,1,0,0,9,1,6
201501BS70630,2,9,0,18,0,8,0,0,0,0,1,1,6,1,27,6,4244,1,8,-1,1,-1,2,2,525210,179360,-0.197558,51.49932,1,3,2,2,23/10/2015,6,1899-12-30 21:41:00,12,E09000020,3,315,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01002817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70631,1,19,0,16,0,8,0,0,0,0,1,1,6,1,50,8,2148,2,7,-1,1,-1,1,2,525370,178820,-0.195446,51.494431,1,3,2,1,23/10/2015,6,1899-12-30 11:36:00,12,E09000020,3,4,6,30,6,2,3,3220,0,5,1,1,1,0,0,1,1,E01002851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70631,2,1,0,9,0,8,0,0,0,0,1,1,6,1,23,5,-1,-1,-1,-1,1,-1,1,2,525370,178820,-0.195446,51.494431,1,3,2,1,23/10/2015,6,1899-12-30 11:36:00,12,E09000020,3,4,6,30,6,2,3,3220,0,5,1,1,1,0,0,1,1,E01002851,1,1,1,23,5,3,0,0,0,0,0,1,1,3
201501BS70632,1,3,0,17,0,8,0,0,0,0,1,1,6,1,21,5,125,1,2,-1,1,-1,1,1,525150,180400,-0.198053,51.508679,1,3,1,1,23/10/2015,6,1899-12-30 14:15:00,12,E09000020,3,402,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002828,1,3,2,35,6,3,5,3,0,0,2,0,1,4
201501BS70633,1,19,0,1,0,1,0,0,0,0,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,525280,180450,-0.196163,51.5091,1,2,1,1,30/09/2015,4,1899-12-30 16:30:00,12,E09000020,3,402,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01002884,1,3,1,39,7,2,5,1,0,0,2,0,1,5
201501BS70634,1,3,0,3,0,8,0,0,0,0,1,1,6,1,31,6,125,1,7,-1,1,-1,1,2,526530,177580,-0.179189,51.483029,1,3,2,1,24/10/2015,7,1899-12-30 21:23:00,12,E09000020,6,0,6,30,6,4,6,0,0,0,4,1,2,0,0,1,1,E01002911,1,1,1,31,6,3,0,0,0,0,0,3,1,5
201501BS70634,2,11,0,9,0,8,0,0,0,0,3,1,6,1,-1,-1,7300,2,11,-1,-1,-1,1,2,526530,177580,-0.179189,51.483029,1,3,2,1,24/10/2015,7,1899-12-30 21:23:00,12,E09000020,6,0,6,30,6,4,6,0,0,0,4,1,2,0,0,1,1,E01002911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70635,1,19,0,9,0,0,0,0,0,0,3,1,1,1,46,8,2143,2,3,-1,1,-1,1,2,528480,177920,-0.150998,51.485646,1,3,2,1,26/10/2015,2,1899-12-30 14:58:00,12,E09000020,3,3212,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01002901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70635,2,3,0,13,0,0,0,0,0,0,1,1,1,1,37,7,124,1,9,-1,1,-1,1,2,528480,177920,-0.150998,51.485646,1,3,2,1,26/10/2015,2,1899-12-30 14:58:00,12,E09000020,3,3212,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01002901,1,1,1,37,7,3,0,0,0,0,0,3,1,3
201501BS70636,1,20,0,18,0,8,0,0,0,0,4,1,6,1,45,7,1968,2,1,-1,1,-1,1,1,528060,178640,-0.156783,51.492211,1,3,1,1,26/10/2015,2,1899-12-30 09:30:00,12,E09000020,3,3217,6,30,3,4,5,0,0,4,1,1,1,0,0,1,1,E01002902,1,3,1,32,6,3,4,9,0,0,2,0,-1,-1
201501BS70637,1,5,0,16,0,8,0,0,0,0,1,1,6,1,39,7,125,1,6,-1,1,-1,1,2,524700,180890,-0.204361,51.513182,1,3,2,1,28/10/2015,4,1899-12-30 17:45:00,12,E09000020,4,415,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,E01002833,1,1,1,39,7,3,0,0,0,0,0,5,1,4
201501BS70637,2,19,0,9,0,8,0,0,0,0,1,1,1,1,35,6,1560,2,-1,-1,2,-1,1,2,524700,180890,-0.204361,51.513182,1,3,2,1,28/10/2015,4,1899-12-30 17:45:00,12,E09000020,4,415,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,E01002833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70639,1,3,0,18,0,8,0,0,0,0,4,1,6,1,-1,-1,124,1,-1,-1,1,-1,1,1,525590,178860,-0.192264,51.494742,1,3,1,1,29/10/2015,5,1899-12-30 19:15:00,12,E09000020,3,4,3,30,3,2,5,0,0,5,4,2,2,0,0,1,1,E01002850,1,1,1,-1,-1,3,0,0,0,0,0,3,1,6
201501BS70640,1,19,0,1,0,8,0,0,0,0,2,1,6,1,51,8,1399,2,6,-1,1,-1,1,1,524730,181440,-0.203734,51.518119,1,3,1,1,30/10/2015,6,1899-12-30 10:41:00,12,E09000020,5,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01002829,1,3,2,38,7,3,5,1,0,0,2,0,1,2
201501BS70641,1,3,0,13,0,8,0,0,0,0,1,1,6,1,37,7,108,1,-1,-1,1,-1,1,2,526150,178440,-0.184351,51.490843,1,3,2,1,30/10/2015,6,1899-12-30 21:15:00,12,E09000020,3,3218,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002898,1,1,1,37,7,3,0,0,0,0,0,3,1,2
201501BS70641,2,9,0,9,0,8,0,0,0,0,3,1,6,1,25,5,1968,2,3,-1,1,-1,1,2,526150,178440,-0.184351,51.490843,1,3,2,1,30/10/2015,6,1899-12-30 21:15:00,12,E09000020,3,3218,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70643,1,2,0,18,0,8,0,0,0,0,3,1,6,1,47,8,-1,-1,-1,-1,1,-1,1,2,524370,181190,-0.209008,51.515951,1,3,2,1,42015,1,1899-12-30 21:05:00,12,E09000020,4,450,6,30,6,2,4,412,0,0,4,7,1,0,0,1,1,E01002874,1,1,1,47,8,3,0,0,0,0,0,2,1,6
201501BS70643,2,19,0,9,0,8,0,0,0,0,1,1,1,3,-1,-1,2287,2,-1,-1,-1,-1,1,2,524370,181190,-0.209008,51.515951,1,3,2,1,42015,1,1899-12-30 21:05:00,12,E09000020,4,450,6,30,6,2,4,412,0,0,4,7,1,0,0,1,1,E01002874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70645,1,3,0,9,0,8,0,0,0,0,1,1,6,1,19,4,124,1,-1,-1,1,-1,2,2,524050,179700,-0.214141,51.502631,1,3,2,2,31/10/2015,7,1899-12-30 21:30:00,12,E09000020,3,3220,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,E01002869,1,1,1,19,4,3,0,0,0,0,0,3,1,2
201501BS70645,2,3,0,18,0,8,0,0,0,0,1,1,6,1,23,5,125,1,8,-1,1,-1,2,2,524050,179700,-0.214141,51.502631,1,3,2,2,31/10/2015,7,1899-12-30 21:30:00,12,E09000020,3,3220,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,E01002869,2,1,1,23,5,3,0,0,0,0,0,3,1,4
201501BS70647,1,19,0,1,0,0,0,0,0,0,2,1,1,1,-1,-1,1560,2,1,-1,-1,-1,1,1,526260,178850,-0.182621,51.494503,1,3,1,1,28/10/2015,4,1899-12-30 16:55:00,12,E09000020,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002835,1,3,2,36,7,3,5,1,0,0,2,0,-1,-1
201501BS70648,1,3,0,18,0,8,0,0,0,0,1,1,6,1,27,6,125,1,-1,-1,1,-1,1,2,526380,179620,-0.180618,51.501396,1,3,2,1,42046,2,1899-12-30 12:15:00,1,E09000033,3,315,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01002891,1,1,1,27,6,3,0,0,0,0,0,3,1,1
201501BS70648,2,9,0,9,0,8,0,0,0,0,3,1,6,2,37,7,3311,8,7,-1,1,-1,1,2,526380,179620,-0.180618,51.501396,1,3,2,1,42046,2,1899-12-30 12:15:00,1,E09000033,3,315,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01002891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70650,1,9,0,18,0,8,0,0,0,0,4,1,6,2,59,9,1390,1,2,-1,1,-1,1,2,525020,178630,-0.200552,51.492801,1,3,2,1,42105,4,1899-12-30 17:35:00,12,E09000020,3,4,3,30,6,2,3,3220,0,5,4,1,1,0,0,1,1,E01002814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70650,2,3,0,9,0,8,0,0,0,0,1,1,6,1,51,8,-1,-1,-1,-1,1,-1,1,2,525020,178630,-0.200552,51.492801,1,3,2,1,42105,4,1899-12-30 17:35:00,12,E09000020,3,4,3,30,6,2,3,3220,0,5,4,1,1,0,0,1,1,E01002814,1,1,1,51,8,3,0,0,0,0,0,3,1,5
201501BS70651,1,9,0,9,0,8,0,0,0,0,4,1,6,1,39,7,-1,-1,-1,-1,1,-1,1,2,525420,180490,-0.194133,51.509428,1,3,2,1,42074,3,1899-12-30 09:51:00,12,E09000020,3,402,6,30,6,2,3,4204,0,0,1,1,1,0,0,1,1,E01002827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501BS70651,2,1,0,18,0,8,0,0,0,0,1,1,2,1,52,8,-1,-1,-1,-1,1,-1,1,2,525420,180490,-0.194133,51.509428,1,3,2,1,42074,3,1899-12-30 09:51:00,12,E09000020,3,402,6,30,6,2,3,4204,0,0,1,1,1,0,0,1,1,E01002827,1,1,1,52,8,3,0,0,0,0,0,1,1,5
201501BS70652,1,9,0,18,0,8,0,0,0,0,1,1,6,2,43,7,1499,1,-1,-1,1,-1,1,2,527080,177550,-0.171283,51.482636,1,3,2,1,42105,4,1899-12-30 16:20:00,12,E09000020,3,3212,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01002840,1,1,2,43,7,3,0,0,0,0,0,9,1,7
